ein,org_name_display,org_addr_full,ntee_code_major_group,ntee_code_definition,geo_match_addr,geo_county,geo_lat,geo_lon
41-3997029,Crazy Running Youth Development Foundation,"4706 PRINCESS LITA WAY, RALEIGH, NC 27610-8743",Youth Development,Youth Development Programs,"4706 Princess Lita Way, Raleigh, North Carolina, 27610",Wake County,35.721842941976,-78.561513616452
41-3999904,Myra & Faith Foundation,"2010 SWIMMING HOLE CIR, RALEIGH, NC 27610-5370",Education,Educational Services and Schools - Other,"2010 Swimming Hole Cir, Raleigh, North Carolina, 27610",Wake County,35.7977525126377,-78.550551331785
41-4002744,Rooted In Faith Community Developme Nt,"40 HANOR LN, WENDELL, NC 27591-6600",Community Improvement and Capacity Building,"Community, Neighborhood Development","40 Hanor Ln, Wendell, North Carolina, 27591",Wake County,35.7926610855498,-78.3762196697155
41-4005855,Trinity 2 Infinity Stables,"9509 SAULS RD, RALEIGH, NC 27603-9243",Health Care,Rehabilitative Medical Services,"9509 Sauls Rd, Raleigh, North Carolina, 27603",Wake County,35.6191274685208,-78.6388129215194
41-4011147,Golden Heart Lifestyle,"4030 WAKE FRST RD STE 349, RALEIGH, NC 27609-0010",Human Services,Residential Care & Adult Day Programs,"4030 Wake Forest Rd, #349, Raleigh, North Carolina, 27609",Wake County,35.8360969264241,-78.6140900488201
41-4016792,Rookie Rackets,"311 BRAEBROOK WAY, CARY, NC 27519-9361",Recreation and Sports,Equestrian,"311 Braebrook Way, Cary, North Carolina, 27519",Wake County,35.8196895381443,-78.8659859074384
41-4019644,Tiny Critters Animal Rescue,"1309 ETHAN LN, KNIGHTDALE, NC 27545-8296",Animal-Related,Animal Protection and Welfare,"1309 Ethan Ln, Knightdale, North Carolina, 27545",Wake County,35.8162948660046,-78.4443287811759
41-4054506,Root To Rise Foundation,"614 SHADY SMT WAY, RALEIGH, NC 27603-4876",Education,"Elementary, Secondary Education, K - 12","614 Shady Summit Way, Raleigh, North Carolina, 27603",Wake County,35.6650377501877,-78.6957726093839
41-4056985,Palliative Social Work,"1108 CHANNING PARK CIR, CARY, NC 27519-7638",Health Care,"Professional Societies, Associations","1108 Channing Park Cir, Cary, North Carolina, 27519",Wake County,35.827681546223,-78.8871161905189
41-4057644,Kenneth E Lassiter Public Safety Legacy Scholarship Foundation,"2916 TURNING BRK LN, RALEIGH, NC 27616-7230",Education,"Scholarships, Student Financial Aid Services, Awards","2916 Turning Brook Ln, Raleigh, North Carolina, 27616",Wake County,35.8646770171967,-78.4878646421898
41-4061238,Rooted Rounds,"5540 CENTERVIEW DR 204 PMB 453156, RALEIGH, NC 27606-8012",Recreation and Sports,Alliance/Advocacy,"5540 Centerview Dr, Ste 204, Raleigh, North Carolina, 27606",Wake County,35.7628557613249,-78.7314257228052
41-4105485,Sol Scholars,"2317 HINTON ST, RALEIGH, NC 27612-6719",Education,"Elementary, Secondary Education, K - 12","2317 Hinton St, Raleigh, North Carolina, 27612",Wake County,35.872056064372,-78.6810322507646
41-4107823,Freeman Heritage Foundation,"4030 WAKE FRST RD STE 349, RALEIGH, NC 27609-0010",Education,"Scholarships, Student Financial Aid Services, Awards","4030 Wake Forest Rd, #349, Raleigh, North Carolina, 27609",Wake County,35.8360969264241,-78.6140900488201
41-4122585,Nextgen Forward Initiative,"9240 BRUCKHAUS ST APT 319, RALEIGH, NC 27617-4403",Youth Development,Youth Development Programs,"9240 Bruckhaus St, Apt 319, Raleigh, North Carolina, 27617",Wake County,35.9005614690977,-78.802479
41-4193148,Chilmoore,"5316 MOONFLOWER CT, HOLLY SPRINGS, NC 27540-9380",Mental Health and Crisis Intervention,Community Mental Health Center,"5316 Moonflower Ct, Holly Springs, North Carolina, 27540",Wake County,35.652000175948,-78.7919765880313
41-4195686,Rise Tour Foundation,"12900 BILLINGSGATE LN, RALEIGH, NC 27614-7950",Community Improvement and Capacity Building,Small Business Development,"12900 Billingsgate Ln, Raleigh, North Carolina, 27614",Wake County,35.9624638201283,-78.557235870766
41-4241789,Elderis Canvas Foundation,"4030 WAKE FRST RD STE 349, RALEIGH, NC 27609-0010",Public and Societal Benefit,"Military, Veterans' Organizations","4030 Wake Forest Rd, #349, Raleigh, North Carolina, 27609",Wake County,35.8360969264241,-78.6140900488201
41-4273971,African Connect Power,"3701 MELROSE DR, RALEIGH, NC 27604-3816",Human Services,Human Service Organizations,"3701 Melrose Dr, Raleigh, North Carolina, 27604",Wake County,35.8053777005595,-78.5796178565122
41-4291376,Shree Ambe Dham,"405 CHARLEVILLE CT, CARY, NC 27519-6494",Religion-Related,Islam,"405 Charleville Ct, Cary, North Carolina, 27519",Wake County,35.8122884995673,-78.8487345
41-4308572,Wafarers Theater,"2608 LIZEI ST, RALEIGH, NC 27616-7510",Youth Development,Youth Development Programs,"2608 Lizei St, Raleigh, North Carolina, 27616",Wake County,35.8539176553175,-78.5014806655319
41-4374341,Life Abundantly Community Service,"5825 TRIANGLE DR STE 216, RALEIGH, NC 27617-4892",Human Services,Emergency Assistance,"5825 Triangle Dr, Raleigh, North Carolina, 27617",Wake County,35.8967044718677,-78.745203
41-4416962,Impact Athletics Foundation,"5316 MOONFLOWER CT, HOLLY SPRINGS, NC 27540-9380",Recreation and Sports,Fund Raising and Fund Distribution,"5316 Moonflower Ct, Holly Springs, North Carolina, 27540",Wake County,35.652000175948,-78.7919765880313
41-4527519,Carolina Spartans Baseball Club,"101 ACAPELLA LN, MORRISVILLE, NC 27560-7281",Recreation and Sports,"Baseball, Softball","101 Acapella Ln, Morrisville, North Carolina, 27560",Wake County,35.8397100097235,-78.8666625432802
41-4559444,Our Giving Kitchen Raleigh,"225 S WILMINGTON ST, RALEIGH, NC 27601-1433","Food, Agriculture and Nutrition","Food Banks, Pantries","225 S Wilmington St, Raleigh, North Carolina, 27601",Wake County,35.7774609081309,-78.6382269118531
41-4577999,Healthy Ear Project,"8801 FAST PARK DR STE 301, RALEIGH, NC 27617-4853",Health Care,Public Health Program (Includes General Health and Wellness Promotion Services),"8801 Fast Park Dr, Ste 301, Raleigh, North Carolina, 27617",Wake County,35.9031328340067,-78.765336101073
41-4589914,Veteran Community Network,"4030 WAKE FRST RD, RALEIGH, NC 27609-0010",Public and Societal Benefit,"Military, Veterans' Organizations","4030 Wake Forest Rd, Raleigh, North Carolina, 27609",Wake County,35.8360969264241,-78.6140900488201
41-4625303,World Kalari Yoga Organization,"1793 NW MAYNARD RD, CARY, NC 27513-3186",Religion-Related,Hinduism,"1793 NW Maynard Rd, Cary, North Carolina, 27513",Wake County,35.7951448038256,-78.8019363412774
41-4642211,Sleevecycle,"920 US 64 HWY W 105, APEX, NC 27523-7184",Environment,Recycling Programs,"920 US 64 Hwy W, Apex, North Carolina, 27523",Wake County,35.745696,-78.82092
41-4669654,Nc Pev Alliance,"416 MORSON ST, RALEIGH, NC 27601-1558",Recreation and Sports,Amateur Sports Competitions,"416 Morson St, Raleigh, North Carolina, 27601",Wake County,35.7793480182932,-78.6324967857349
41-4729140,Paws & Purpose Foundation,"1481 RICHARDSON RD, APEX, NC 27523-8073",Human Services,Human Service Organizations,"Richardson Rd, Apex, North Carolina, 27523",Wake County,35.7387120929502,-78.9189405862852
41-4729148,Disorderly Conduct,"4030 WAKE FRST RD STE 349, RALEIGH, NC 27609-0010",Mental Health and Crisis Intervention,Alliance/Advocacy Organizations,"4030 Wake Forest Rd, #349, Raleigh, North Carolina, 27609",Wake County,35.8360969264241,-78.6140900488201
41-4742134,Interfaith Creation Care Of The Tri Angle,"1801 HILLSBOROUGH ST, RALEIGH, NC 27605-1663",Environment,Alliance/Advocacy Organizations,"1801 Hillsborough St, Raleigh, North Carolina, 27605",Wake County,35.785437813723,-78.6607894735125
41-4753218,Rhythm And Cadence Health Foundatio N,"1312 DALGARVEN DR, APEX, NC 27502-3944",Human Services,Human Service Organizations,"1312 Dalgarven Dr, Apex, North Carolina, 27502",Wake County,35.731525820965,-78.8747246657048
41-4826197,Mindology Foundation,"727 W HARGETT ST STE 103, RALEIGH, NC 27603-1669",Mental Health and Crisis Intervention,Fund Raising and/or Fund Distribution,"727 W Hargett St, Ste 103, Raleigh, North Carolina, 27603",Wake County,35.7786343138958,-78.6508894854291
41-4835846,Rize Pathways,"5204 MYLADY CT, KNIGHTDALE, NC 27545-6814",Housing and Shelter,Homeless Shelters,"5204 Mylady Ct, Knightdale, North Carolina, 27545",Wake County,35.7692589852848,-78.4520381142304
41-4836256,Williams Coffield Purvis Family His Torical Foundation,"2237 TURTLE PT DR, RALEIGH, NC 27604-6401","Arts, Culture and Humanities","Historical Societies, Related Historical Activities","2237 Turtle Point Dr, Raleigh, North Carolina, 27604",Wake County,35.8120660752207,-78.5415082198337
41-4872979,H E L P Helping Empower Lives Positively,"106 WOODWINDS INDUSTRIAL PARK STEB, CARY, NC 27511-6240",Human Services,Human Service Organizations,"106 Woodwinds Industrial Ct, Cary, North Carolina, 27511",Wake County,35.7621544984421,-78.8178478889723
41-4874858,Kindred Minds Collective,"1318 RICHMOND CT, CARY, NC 27511-5923",Youth Development,Youth Development Programs,"1318 Richmond Ct, Cary, North Carolina, 27511",Wake County,35.75663381958,-78.758997766605
41-4895306,Empowered Institute For Community I Mpact,"143 ELK STONE TRL, GARNER, NC 27529-6646",Education,"Elementary, Secondary Education, K - 12","143 Elk Stone Trl, Garner, North Carolina, 27529",Wake County,35.6668211842865,-78.5951180968894
41-4961812,Give & Grit,"3101 ANDERSON DR, RALEIGH, NC 27609-7853",Recreation and Sports,Recreational l Clubs,"3101 Anderson Dr, Raleigh, North Carolina, 27609",Wake County,35.823560227047,-78.6320334049569
41-5045164,Action Group Foundation,"2309 BLAIRFIELD PL, CARY, NC 27519-8967",Community Improvement and Capacity Building,"Community, Neighborhood Development","2309 Blairfield Pl, Cary, North Carolina, 27519",Wake County,35.7659961659646,-78.8960871225689
41-5081310,Carry The Fire International,"920 DURHAM ST, FUQUAY VARINA, NC 27526-1652",Religion-Related,Christianity,"920 Durham St, Fuquay Varina, North Carolina, 27526",Wake County,35.596344425212,-78.7990934604421
41-5090297,Ella & Bella Pet,"7205 BELLWEATHER CT N, RALEIGH, NC 27615-5202",Employment,Sheltered Employment,"7205 Bellweather Ct N, Raleigh, North Carolina, 27615",Wake County,35.8788550871373,-78.6343220860694
41-5172351,Scales & Tails Rescue Nc,"604 CONVEXA CT, WENDELL, NC 27591-6502",Animal-Related,Animal Protection and Welfare,"604 Convexa Ct, Wendell, North Carolina, 27591",Wake County,35.7671310885222,-78.368346181401
41-5189881,Triangle Movement Collective,"2809 SCARLET OAK PL, RALEIGH, NC 27610-5868","Arts, Culture and Humanities",Dance,"2809 Scarlet Oak Pl, Raleigh, North Carolina, 27610",Wake County,35.7415325923018,-78.6032711313984
41-5193911,Harmonys Christian Music Academy,"4030 WAKE FRST RD STE 349, RALEIGH, NC 27609-0010","Arts, Culture and Humanities",Music,"4030 Wake Forest Rd, #349, Raleigh, North Carolina, 27609",Wake County,35.8360969264241,-78.6140900488201
41-5193933,Carolina Revolution Football Club,"319 AQUA MARINE LN, KNIGHTDALE, NC 27545-7870",Recreation and Sports,Soccer,"319 Aqua Marine Ln, Knightdale, North Carolina, 27545",Wake County,35.8145775062324,-78.4644048110103
41-5205373,Taste Of Asia,"1716 ELGAR DR, APEX, NC 27523-7614","Arts, Culture and Humanities","Cultural, Ethnic Awareness","27523, Apex, North Carolina",Wake County,35.75429,-78.8806304
41-5229783,Gold Bowl Alumni I&Ii,"8824 BUFFALOE RD, KNIGHTDALE, NC 27545-8536",Education,Educational Services and Schools - Other,"8824 Buffaloe Rd, Knightdale, North Carolina, 27545",Wake County,35.8317541698311,-78.4652678849616
41-5305661,National Youth Investment Fund,"12324 BIRCHFALLS DR, RALEIGH, NC 27614-7900",Education,Educational Services and Schools - Other,"12324 Birchfalls Dr, Raleigh, North Carolina, 27614",Wake County,35.952972491863,-78.6195321716488
41-5329335,The Saturday Series Foundation,"1113 BARLEY STONE WAY, RALEIGH, NC 27603-5194",Recreation and Sports,"Baseball, Softball","1113 Barley Stone Way, Raleigh, North Carolina, 27603",Wake County,35.710731,-78.6837654768594
42-1274580,National Public Records Research Association,"183 WIND CHIME CT STE 203, RALEIGH, NC 27615-6473",UNDEFINED,UNDEFINED,"183 Wind Chime Ct, Ste 203, Raleigh, North Carolina, 27615",Wake County,35.8755383245134,-78.642170980553
42-1540362,North Raleigh Arts & Creative Theatre,"7713 LEAD MINE RD STE 51, RALEIGH, NC 27615-4805","Arts, Culture and Humanities",Performing Arts Organizations,"7713 Lead Mine Rd, Ste 51, Raleigh, North Carolina, 27615",Wake County,35.886852,-78.6593755093195
42-1548594,Kiwanis International,"7208 GB ALFORD HWY, HOLLY SPRINGS, NC 27540-7661",UNDEFINED,UNDEFINED,"7208 Gb Alford Hwy, Holly Springs, North Carolina, 27540",Wake County,35.634942,-78.8329125
42-1553156,Higher Call Christian Church,"2115 ROLLING ROCK RD, WAKE FOREST, NC 27587-6266",Religion-Related,Protestant,"2115 Rolling Rock Rd, Wake Forest, North Carolina, 27587",Wake County,35.953785,-78.575706
42-1572717,North Carolina Independent Wine Retailers Association,"1914 BERNARD ST, RALEIGH, NC 27608-2638",Community Improvement and Capacity Building,Chambers of Commerce & Business Leagues,"1914 Bernard St, Raleigh, North Carolina, 27608",Wake County,35.8075044271452,-78.6310060796068
42-1574401,Academy Of Finance Of Wake County,"5500 DIXON DR, RALEIGH, NC 27609-4202",Education,Single Organization Support,"5500 Dixon Dr, Raleigh, North Carolina, 27609",Wake County,35.8599130045007,-78.6484982891983
42-1602527,Fuquay Church Of God In Christ Jesus New Deal,"105 BLUEFIELD DR, GARDNER, NC 27529-8841",Religion-Related,Protestant,"105 Bluefield Dr, Garner, North Carolina, 27529",Wake County,35.6596855048474,-78.6014284475159
42-1652112,David M Mckay Memorial,"10545 CLUBMONT LN, RALEIGH, NC 27617-7581",UNDEFINED,UNDEFINED,"10545 Clubmont Ln, Raleigh, North Carolina, 27617",Wake County,35.9061932633737,-78.7999909983266
42-1690463,Kings Kingdom Ministries,"3209 GRESHAM LK RD STE 114, RALEIGH, NC 27615-4131",Religion-Related,Protestant,"3209 Gresham Lake Rd, Ste 114, Raleigh, North Carolina, 27615",Wake County,35.8847648229842,-78.5805926658204
42-1705138,Panther Creek High School Athletic Booster Club,"6770 MCCRIMMON PKWY, CARY, NC 27519-1838",Education,Single Organization Support,"6770 McCrimmon Pkwy, Cary, North Carolina, 27519",Wake County,35.830422,-78.8890365
42-1747195,The Asha And Sajjan Agarwal Foundation,"1330 SUNDAY DR STE 105, RALEIGH, NC 27607-5196","Philanthropy, Voluntarism and Grantmaking Foundations",Private Grantmaking Foundations,"1330 Sunday Dr, #105, Raleigh, North Carolina, 27607",Wake County,35.7981769083907,-78.7305864710596
42-1764071,Piano Technician Guild,"9248 KITCHIN FARMS WAY, WAKE FOREST, NC 27587-3589",Education,"Professional Societies, Associations","Kitchin Farms Way, Wake Forest, North Carolina, 27587",Wake County,35.9208780627824,-78.5273631738407
42-1831604,The Spiritual Leadership Project,"8705 COURAGE CT, RALEIGH, NC 27615-8206",Religion-Related,Religion Related N.E.C.,"8705 Courage Ct, Raleigh, North Carolina, 27615",Wake County,35.8948084920942,-78.5845283293322
42-1834878,Apex Peakfest Commission,"5227 HILLSBOROUGH ST, RALEIGH, NC 27606-1364","Arts, Culture and Humanities","Arts, Cultural Organizations - Multipurpose","5227 Hillsborough St, Raleigh, North Carolina, 27606",Wake County,35.7911373369209,-78.7147559218651
42-1843379,Pitt Impact Lounge & Development,"9121 ANSON WAY STE 200, RALEIGH, NC 27615-5857",Youth Development,Youth Development Programs,"9121 Anson Way, Ste 200, Raleigh, North Carolina, 27615",Wake County,35.8965626788335,-78.647088113769
42-1851044,John123,"3434 EDWARDS ML RD 112-132, RALEIGH, NC 27612-4276",Religion-Related,Christianity,"3434 Edwards Mill Rd, #112-132, Raleigh, North Carolina, 27612",Wake County,35.8272700948989,-78.7037207340875
42-1853268,Vesta Advocacy Foundation,"4030 WAKE FRST RD STE 349, RALEIGH, NC 27609-0010",Crime and Legal-Related,Public Interest Law,"4030 Wake Forest Rd, #349, Raleigh, North Carolina, 27609",Wake County,35.8360969264241,-78.6140900488201
42-1922948,Triangle Recare,"8420 DAVISHIRE DR, RALEIGH, NC 27615-1802",Health Care,Health Support Services,"8420 Davishire Dr, Raleigh, North Carolina, 27615",Wake County,35.9031617937563,-78.6708138825957
42-1949913,Institute For Spiritual Enlightenme Nt,"3810 LUNCESTON WAY, RALEIGH, NC 27613-1941",Religion-Related,Religion Related N.E.C.,"3810 Lunceston Way, Raleigh, North Carolina, 27613",Wake County,35.8733727779446,-78.7178910339893
42-1964406,Us Militia,"237 CAROLINA LNDG DR, ZEBULON, NC 27597-5547",Public and Societal Benefit,Citizen Participation,"27597, Zebulon, North Carolina",Wake County,35.8260800000001,-78.3170499999999
42-2005915,Contest Math 4 Kids,"205 TRANQUIL SOUND DR, CARY, NC 27519-6427",Education,"Primary, Elementary Schools","205 Tranquil Sound Dr, Cary, North Carolina, 27519",Wake County,35.8313982445035,-78.8462593642738
43-1598862,Other Sheep,"4404 PAMLICO DR, RALEIGH, NC 27609-5622",Human Services,Human Service Organizations,"4404 Pamlico Dr, Raleigh, North Carolina, 27609",Wake County,35.840527301431,-78.6464924533443
43-1978947,Ancient Order Of Hibernians In America,"3517 RIBCOWSKI CT, RALEIGH, NC 27616-8953",UNDEFINED,UNDEFINED,"3517 Ribcowski Ct, Raleigh, North Carolina, 27616",Wake County,35.8792873813263,-78.5197438637255
43-2013689,Horses For Hope Trc,"5301 UMSTEAD RD, FUQUAY VARINA, NC 27526-8537",Human Services,Centers to Support the Independence of Specific Populations,"5301 Umstead Rd, Fuquay Varina, North Carolina, 27526",Wake County,35.63022176522,-78.7202563216575
43-2048218,Soul Reapers Worship Center International,"2227 RIV BASIN LN, RALEIGH, NC 27610-5357",Religion-Related,Protestant,"2227 River Basin Ln, Raleigh, North Carolina, 27610",Wake County,35.8012196286571,-78.5485134841883
43-2064419,Association Of Domestic Violence Outreach Stores,"407 W GANNON AVE, ZEBULON, NC 27597-2507",Human Services,Management & Technical Assistance,"407 W Gannon Ave, Zebulon, North Carolina, 27597",Wake County,35.8209686721684,-78.3223827388194
43-2100957,Mchs Theatre Booster Club,"402 VINTAGE HL CIR, APEX, NC 27539-5106",Education,Parent/Teacher Group,"402 Vintage Hill Cir, Apex, North Carolina, 27539",Wake County,35.6960758970511,-78.7790970935426
